Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,URL/Filename,Threat/Content Name,Category,Severity,Direction,Sequence Number,Action Flags,Source Country,Destination Country,cpadding,contenttype,pcap_id,filedigest,cloud,url_idx,user_agent,filetype,xff,referer,sender,subject,recipient,reportid,dg_hier_level_1,dg_hier_level_2,dg_hier_level_3,dg_hier_level_4,Virtual System Name,Device Name,file_url,Source VM UUID,Destination VM UUID,http_method,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,parent_start_time,tunnel,thr_category,contentver,sig_flags
1,2017/03/16 16:06:23,001606050200,THREAT,vulnerability,1,2017/03/16 16:06:23,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:06:23,64847,1,49693,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383800,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:06:22,001606050200,THREAT,vulnerability,1,2017/03/16 16:06:22,192.168.4.107,34.199.203.77,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:06:22,64677,1,49684,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383794,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:05:04,001606050200,THREAT,vulnerability,1,2017/03/16 16:05:04,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:05:04,63513,1,63789,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383758,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,7,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:04:37,001606050200,THREAT,vulnerability,1,2017/03/16 16:04:37,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:04:37,63513,1,63789,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383745,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,5,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:04:11,001606050200,THREAT,vulnerability,1,2017/03/16 16:04:11,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:04:11,63513,2,63789,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383735,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,3,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:04:09,001606050200,THREAT,vulnerability,1,2017/03/16 16:04:09,192.168.4.107,107.20.234.107,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:04:09,64073,2,64408,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383704,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:03:28,001606050200,THREAT,vulnerability,1,2017/03/16 16:03:28,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:03:28,63513,1,63789,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383640,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:02:14,001606050200,THREAT,vulnerability,1,2017/03/16 16:02:14,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:02:14,63712,1,62488,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383595,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,3,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:01:58,001606050200,THREAT,scan,1,2017/03/16 16:01:58,192.168.4.35,96.7.49.129,,,,,,not-applicable,vsys1,trust,untrust,ethernet1/2,,,2017/03/16 16:01:58,0,1,58394,53,0,0,0x6000,udp,alert,,SCAN: Host Sweep(8002),any,medium,client-to-server,1383588,0x0,192.168.0.0-192.168.255.255,Netherlands,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:01:50,001606050200,THREAT,vulnerability,1,2017/03/16 16:01:50,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:01:50,63712,2,62488,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383565,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:01:48,001606050200,THREAT,vulnerability,1,2017/03/16 16:01:48,192.168.4.107,54.243.198.221,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:01:48,62906,1,62429,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383535,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:01:38,001606050200,THREAT,vulnerability,1,2017/03/16 16:01:38,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:01:38,62755,1,62193,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383452,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 16:00:29,001606050200,THREAT,vulnerability,1,2017/03/16 16:00:29,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 16:00:29,62994,1,61380,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383423,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:59:27,001606050200,THREAT,vulnerability,1,2017/03/16 15:59:27,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:59:27,63284,1,60622,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),games,informational,client-to-server,1383413,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:59:26,001606050200,THREAT,vulnerability,1,2017/03/16 15:59:26,192.168.4.107,54.225.175.205,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:59:26,63032,1,60579,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383408,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:57:05,001606050200,THREAT,vulnerability,1,2017/03/16 15:57:05,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:57:05,62504,1,58803,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383316,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:57:04,001606050200,THREAT,vulnerability,1,2017/03/16 15:57:04,192.168.4.107,107.21.125.200,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:57:04,62144,1,58755,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383301,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:54:43,001606050200,THREAT,vulnerability,1,2017/03/16 15:54:43,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:54:43,61331,1,56576,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383188,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,3,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:54:42,001606050200,THREAT,vulnerability,1,2017/03/16 15:54:42,192.168.4.107,54.243.44.43,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:54:42,61373,1,56846,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383179,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:54:35,001606050200,THREAT,vulnerability,1,2017/03/16 15:54:35,192.168.4.107,34.199.203.77,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:54:35,61666,1,56540,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383140,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,3,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:54:28,001606050200,THREAT,vulnerability,1,2017/03/16 15:54:28,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:54:28,61308,2,56131,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383126,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,5,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:54:26,001606050200,THREAT,vulnerability,1,2017/03/16 15:54:26,192.168.4.107,146.20.128.134,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:54:26,61581,1,56541,80,0,0,0x6000,tcp,alert,t.lkqd.net/t,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383118,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:54:25,001606050200,THREAT,vulnerability,1,2017/03/16 15:54:25,192.168.4.107,34.199.203.77,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:54:25,61666,1,56540,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383111,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:53:51,001606050200,THREAT,vulnerability,1,2017/03/16 15:53:51,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:53:51,61308,2,56131,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383082,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:52:40,001606050200,THREAT,vulnerability,1,2017/03/16 15:52:40,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:52:40,60111,1,53089,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1383007,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,13,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:52:21,001606050200,THREAT,vulnerability,1,2017/03/16 15:52:21,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:52:21,60111,4,53089,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382989,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,9,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:52:19,001606050200,THREAT,vulnerability,1,2017/03/16 15:52:19,192.168.4.107,23.23.231.146,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:52:19,60679,3,54939,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382959,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:52:13,001606050200,THREAT,vulnerability,1,2017/03/16 15:52:13,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:52:13,60111,1,53089,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382891,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,7,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:51:28,001606050200,THREAT,vulnerability,1,2017/03/16 15:51:28,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:51:28,60111,1,53089,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382856,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,5,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:51:12,001606050200,THREAT,vulnerability,1,2017/03/16 15:51:12,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:51:12,60439,1,53100,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382835,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,5,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:50:54,001606050200,THREAT,vulnerability,1,2017/03/16 15:50:54,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:50:54,60111,1,53089,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382800,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,3,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:50:40,001606050200,THREAT,vulnerability,1,2017/03/16 15:50:40,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:50:40,60439,1,53100,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382796,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,3,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:50:03,001606050200,THREAT,vulnerability,1,2017/03/16 15:50:03,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:50:03,60111,2,53089,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382770,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:50:01,001606050200,THREAT,vulnerability,1,2017/03/16 15:50:01,192.168.4.107,54.243.91.79,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:50:01,59833,2,53039,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382739,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:49:04,001606050200,THREAT,vulnerability,1,2017/03/16 15:49:04,192.168.4.107,146.20.129.13,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:49:04,60037,1,52276,80,0,0,0x6000,tcp,alert,t.lkqd.net/t,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382685,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:48:21,001606050200,THREAT,vulnerability,1,2017/03/16 15:48:21,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:48:21,58865,1,49280,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382659,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,14,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:47:37,001606050200,THREAT,vulnerability,1,2017/03/16 15:47:37,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:47:37,58865,1,49280,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382640,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,12,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:47:36,001606050200,THREAT,vulnerability,1,2017/03/16 15:47:36,192.168.4.107,54.243.58.160,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:47:36,59856,1,51130,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382615,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:46:38,001606050200,THREAT,vulnerability,1,2017/03/16 15:46:38,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:46:38,58865,1,49280,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382558,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,10,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:46:25,001606050200,THREAT,vulnerability,1,2017/03/16 15:46:25,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:46:25,58865,1,49280,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382514,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,8,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:45:24,001606050200,THREAT,vulnerability,1,2017/03/16 15:45:24,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:45:24,58865,1,49280,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382499,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,6,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:45:14,001606050200,THREAT,vulnerability,1,2017/03/16 15:45:14,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:45:14,58865,4,49280,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382485,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:45:12,001606050200,THREAT,vulnerability,1,2017/03/16 15:45:12,192.168.4.107,54.243.110.76,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:45:12,58754,2,49247,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382457,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:44:10,001606050200,THREAT,vulnerability,1,2017/03/16 15:44:10,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:44:10,58086,1,63827,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),games,informational,client-to-server,1382373,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,7,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:43:45,001606050200,THREAT,vulnerability,1,2017/03/16 15:43:45,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:43:45,58086,1,63827,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),games,informational,client-to-server,1382365,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,5,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:43:11,001606050200,THREAT,vulnerability,1,2017/03/16 15:43:11,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:43:11,58086,1,63827,80,0,0,0x6000,tcp,alert,aggregate,HTTP OPTIONS Method(30520),games,informational,client-to-server,1382359,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,3,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:43:01,001606050200,THREAT,vulnerability,1,2017/03/16 15:43:01,192.168.4.107,146.20.128.161,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:43:01,58238,1,63932,80,0,0,0x6000,tcp,alert,t.lkqd.net/t,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382350,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:42:57,001606050200,THREAT,scan,1,2017/03/16 15:42:57,192.168.4.35,192.168.2.2,,,,,,not-applicable,vsys1,trust,untrust,ethernet1/2,,,2017/03/16 15:42:57,0,1,50980,53,0,0,0x6000,udp,alert,,SCAN: Host Sweep(8002),any,medium,client-to-server,1382349,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:42:54,001606050200,THREAT,vulnerability,1,2017/03/16 15:42:54,192.168.4.107,52.2.231.166,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:42:54,58086,1,63827,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),games,informational,client-to-server,1382338,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
1,2017/03/16 15:42:53,001606050200,THREAT,vulnerability,1,2017/03/16 15:42:53,192.168.4.107,54.235.183.213,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,,2017/03/16 15:42:53,58041,1,63784,80,0,0,0x6000,tcp,alert,,HTTP OPTIONS Method(30520),web-advertisements,informational,client-to-server,1382316,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0
